id,title,subtitle,authors,language,genre,published_date,page_count
3366,Kruisvuur / druk 1,,Andy McNab (is pseud.),nl,,2014,320.0
3367,Schaduwspel,,Thomas Sanders | Jacques Meerman,nl,Thriller | Fiction,2003,352.0
3368,Escape Room,,Maren Stoffels,nl,Young Adult | Thriller | Mystery | Horror | Fiction | Suspense | Audiobook | Thriller | Mystery Thriller | Contemporary | Holiday | Halloween,2017,240.0
3369,Zonder wijzers,roman,Russell Artus,nl,,1995,227.0
3370,"New York, New York / druk 1",van de halve van Egmond naar de hele van New York,Bram Bakker,nl,,2009,168.0
3371,De wraakengel,,Anke Helsen,nl,,1997,171.0
3372,Wat LED je ? / druk 1,om met een lampje de wereld te redden,Ruud Koornstra,nl,,2009,176.0
3373,De verboden vrouw spreekt,Maria Magdalena over de liefde,Pamela Kribbe,nl,Spirituality,2016,
3374,Een zachte hand,,Leïla Slimani,nl,Fiction | Thriller | Mystery | Cultural | France | Contemporary | Thriller | Mystery Thriller | Mystery | Crime | Adult | Suspense | Novels,2017,
3375,Kamer 16,een zomer vol verrassingen,Maureen Johnson | Jeske Nelissen,nl,Young Adult | Romance | Contemporary | Fiction | Realistic Fiction | Young Adult | Teen | Womens Fiction | Chick Lit | Humor | Young Adult | Young Adult Contemporary | Family,2008,313.0
3376,Gevaarlijke onderstroom,,John Hart,nl,,2010,0.0
3377,Reis van de zintuigen,intiem verhaal,Nedjma (is pseud.) | Frans van Woerden,nl,,2010,253.0
3378,De nacht van Don Giovanni,roman,Hanns-Josef Ortheil,nl,,2002,381.0
3379,Bedrog,,Joseph Finder | Hugo Kuipers,nl,Thriller | Fiction | Mystery | Mystery | Crime | Suspense | Thriller | Mystery Thriller | Audiobook | Action | Mystery | Detective | Adventure,2011,366.0
3380,La Superba,een roman,Ilja Leonard Pfeijffer,nl,Fiction | European Literature | Dutch Literature | Literature | Roman | Cultural | Italy | Novels | Academic | School | Contemporary | Book Club | Literature | 21st Century,2018,348.0
3381,Jeruzalem poker,,Edward Whittemore | Rob van Moppes,nl,Fiction | Fantasy | Historical | Historical Fiction | Historical | Magical Realism,2005,431.0
3382,Geschonden,roman,Kathryn Harrison | Marijke Emeis,nl,,1993,289.0
3383,Vinexvrouwen,,Naima El Bezaz,nl,Nonfiction | European Literature | Dutch Literature | Roman,2011,176.0
3384,Wegen van stof,roman,Rosetta Loy | Tine Riegen,nl,,2002,248.0
3385,Lelystad,,Joris van Casteren,nl,Nonfiction | Architecture | Writing | Journalism | Literature,2010,333.0
3386,Zand over Elena,,Susan Elizabeth George | Marcella Houweling,nl,,1992,360.0
3387,Raak ! / druk 1,,Jenny Siler,nl,Mystery | Thriller | Fiction | Mystery | Crime,2009,238.0
3388,Check-out,,Juultje van den Nieuwenhof,nl,Young Adult,2016,
3389,Deadline,,Sabine van den Eynden,nl,Thriller,2009,253.0
3390,Hoeders van het huis,roman,Lisa St Aubin de Terán | Anneke Bok,nl,,2004,217.0
3391,Single en sexy / druk 3,,Mariëtte Middelbeek,nl,Womens Fiction | Chick Lit | Roman | European Literature | Dutch Literature | Romance,2010,272.0
3392,De Stalin,,John Robert Watson | Martin Jansen in de Wal,nl,,2000,421.0
3393,Monddood,,Jeffery Wilds Deaver | Mariëtte van Gelder,nl,Thriller | Fiction | Mystery | Mystery | Crime | Suspense | Thriller | Mystery Thriller | Mystery | Detective | Adult | Horror | Contemporary,2000,496.0
3394,De Sirocco,,Iris Johansen | Els van Son,nl,,2010,318.0
3395,Virus / druk 6,,Douglas Preston | Lincoln B. Child,nl,,2009,398.0
3396,Casino,roman,Marja Brouwers,nl,European Literature | Dutch Literature,2004,553.0
3397,De Vaticaanse moorden / Goedkope editie / druk 5,,David Hewson,nl,Mystery | Thriller | Fiction | Mystery | Crime | Cultural | Italy | Thriller | Mystery Thriller | Mystery | Detective | Suspense | Adult Fiction | Religion,2009,448.0
3398,De vrouwenfabriek,,Bert Muns,nl,,2012,367.0
3399,Terugzien in duisternis / druk Heruitgave,,R. Rendell,nl,Mystery | Fiction | Mystery | Crime | Thriller | Thriller | Mystery Thriller | Suspense | Historical | Historical Fiction | European Literature | British Literature | Novels | Family,2008,348.0
3400,In volmaakte stilte / druk 1,,Susan Elizabeth George,nl,Mystery | Fiction | Mystery | Crime | Thriller | Thriller | Mystery Thriller | European Literature | British Literature | Audiobook | Mystery | Detective | Suspense | Mystery | Murder Mystery,2005,622.0
3401,Van Rijn,,Sarah Emily Miano | Sjaak de Jong | M.V. Versluys,nl,,2006,430.0
3402,Doodverklaard,,Michael S. Palmer,nl,,2003,356.0
3403,Sarum,Roman,Edward Rutherfurd,de,Historical | Historical Fiction | Fiction | Historical | European Literature | British Literature | Epic | Audiobook | Novels | Literature | Adult Fiction | Adult,1990,782.0
3404,Gerstenbergs Taschenatlas,,Andrew Heritage,de,,2005,318.0
3405,Die Prüfung,Roman,Francis Paul Wilson,de,Horror | Thriller | Fiction | Mystery | Medical | Thriller | Mystery Thriller | Suspense | Novels | Science Fiction | Mystery | Crime,1996,410.0
3406,Der rote Schrei,Roman,Mary Willis Walker,de,,2004,441.0
3407,Die Stunde des Samurai,Roman,Takashi Matsuoka,de,Historical | Historical Fiction | Fiction | Cultural | Japan | Historical | Fantasy | Asian Literature | Japanese Literature | Novels | Cultural | Asia | Adventure | Romance,2004,509.0
3408,Mörkerspår,,Inger Frimansson,sv,Thriller | European Literature | Swedish Literature,2003,308.0
3409,Die wichtigste Sache der Welt,Geschichten zum Rotwerden in einem Band,Sabine Blau,de,,2003,517.0
3410,Insel der Rebellen,Roman,Patricia Daniels Cornwell,de,Mystery | Fiction | Mystery | Crime | Thriller | Suspense | Thriller | Mystery Thriller | Mystery | Detective | Humor | Adult Fiction | Mystery | Murder Mystery,2006,511.0
3411,Die Zahlen der Toten,Thriller,Linda Castillo,de,Mystery | Thriller | Fiction | Mystery | Crime | Amish | Thriller | Mystery Thriller | Suspense | Audiobook | Adult | Contemporary,2010,430.0
3412,Sturmwarnungen,Roman,Ulrich Knellwolf,de,,2006,287.0
3413,Sanfte Männer lieben besser,Roman,Doris Jannausch,de,,2001,272.0
3414,Hinter dem Schleier,die Apokalypse der neuen Energie,Lee Carroll,de,,2007,400.0
3415,Kryon Lehrbuch,Hinter dem Schleier : die Apokalypse der neuen Energie / [aus dem Engl. von Silvia Autenrieth],Kryon (Geist),de,,2007,400.0
3416,Spitting Distance,,Jon Wright,en,,1997,250.0
3417,Erotik,drei sinnliche Romane,Klaus Kinski | Xaviera Hollander | Tom Vidal,de,,1998,700.0
3418,Die Maharani,Roman,Gita Mehta,de,,1994,557.0
3419,Alexander's New Revival Hymns,,,en,Mystery | Mystery | Crime | European Literature | British Literature | Mystery | Cozy Mystery | Audiobook | Suspense,1910,158.0
3420,"Warte, bald ruhest auch du",Mitchell & Markbys dritter Fall,Ann Granger,de,Mystery | Mystery | Crime | European Literature | British Literature | Mystery | Cozy Mystery | Audiobook | Suspense,2000,398.0
3421,Falsetto : Roman. Aus dem Amerikan. von Gloria Ernst,,Anne Rice,de,Fiction | Historical | Historical Fiction | Horror | Historical | Fantasy | Romance | LGBT | Fantasy | Paranormal | Cultural | Italy | Romance | M M Romance,1995,575.0
3422,Glas.,,Juliane Preisler,de,,2001,176.0
3423,Casanova wider Willen,Roman,Doris Jannausch,de,,2001,221.0
3424,Der Fisch ohne Fahrrad,Roman,Elizabeth Dunkel,de,Fiction,1992,404.0
3425,Schuldige müssen sterben,Roman,Barbara Wendelken,de,,1998,297.0
3426,Todesschatten über Cornwall,,Hammond Innes,de,,1990,272.0
3427,Das Versprechen des Opals,Roman,Tamara McKinley,de,Fiction | Cultural | Australia | Roman | Historical | Romance,2007,416.0
3428,Eine Leiche auf dem Gabentisch.,,Barbara D'Amato,de,,1998,316.0
3429,Das Herz von Dublin,neue Geschichten aus Irland,Maeve Binchy,de,Fiction | Short Stories | Cultural | Ireland | Womens Fiction | Chick Lit | Romance | European Literature | Irish Literature | Contemporary | Novels | Womens Fiction | Relationships,2003,281.0
3430,Der See der Träume,Roman,Kristin Hannah,de,Fiction | Romance | Womens Fiction | Chick Lit | Contemporary | Romance | Contemporary Romance | Adult | Womens Fiction | Adult Fiction | Drama | Audiobook,2002,366.0
3431,Die Asche meiner Mutter,irische Erinnerungen,Frank McCourt,de,Nonfiction | Autobiography | Memoir | Biography | Classics | Cultural | Ireland | Biography | Autobiography | Biography Memoir | History | European Literature | Irish Literature | Historical,1998,539.0
3432,Die Abschaffung der Arten,Roman,Dietmar Dath,de,Science Fiction | Fiction | European Literature | German Literature | Cultural | Germany | Speculative Fiction | Contemporary | Novels,2010,551.0
3433,Roman ohne Namen,,Dương-Thu-Hương,de,,1997,315.0
3434,Die Wolfsfrau,die Kraft der weiblichen Urinstinkte,Clarissa Pinkola Estés,de,Nonfiction | Feminism | Psychology | Spirituality | Fantasy | Mythology | Womens | Self Help | Philosophy | Gender | Audiobook,1997,560.0
3435,Die Totdenkerin.,,Fran Dorf,de,Thriller | European Literature | German Literature | Mystery | Crime,nan,391.0
3436,Ich werde dich Freitag nennen,Roman,Almudena Grandes,de,,1993,415.0
3437,Schiff der Hoffnung,Roman,Heinz G. Konsalik,de,,1990,317.0
3438,Vattenmelonen,,Marian Keyes,sv,Womens Fiction | Chick Lit | Fiction | Romance | Contemporary | Cultural | Ireland | Humor | Romance | Contemporary Romance | Adult | European Literature | Irish Literature | Family,2000,517.0
3439,Vendettan,,Lisa Scottoline,sv,,2002,366.0
3440,Heisses Versprechen,Roman,Amanda Quick,de,,2005,350.0
3441,Im Namen der Gerechtigkeit,Roman,Nancy Taylor Rosenberg,de,,1996,476.0
3442,Der Wind Der Zeit,Roman,Kate Saunders,en,Fiction | Historical | Historical Fiction | Romance | Romance | Historical Romance | Historical | Roman | War | World War I | European Literature | British Literature,1999,730.0
3443,Outlaw fantasy,zwei erotische Romane,Saskia Hope,de,,2001,558.0
3444,Bevor der Morgen graut,,Viktor Arnar Ingólfsson | Coletta Bürling,de,Mystery | Fiction | Mystery | Crime | European Literature | Scandinavian Literature | Thriller | Mystery Thriller | Audiobook | Scandinavian Lite... | Nordic Noir | Novels | Thriller | Business | Amazon,2006,334.0
3445,Lexi-thai͏̈ 3000,lexique français-thai͏̈landais comprenant 3000 mots courants du langage parlé...,H.. Roefs,fr,,1990,180.0
3446,Diamanten-Dynastie,Roman,Sidney Sheldon,de,Fiction | Thriller | Mystery | Suspense | Thriller | Mystery Thriller | Romance | Drama | Novels | Mystery | Crime | Historical | Historical Fiction,1985,431.0
3447,Turen går til en mindre skæv verden,,Jesper Strudsholm,da,,2006,168.0
3448,Hectors Reise oder die Suche nach dem Glück,,François Lelord,de,Fiction | Psychology | Contemporary | Philosophy | Cultural | France | Adult Fiction | Travel | Self Help | Novels | Audiobook,2006,191.0
3449,Vollidiot,der Roman,Tommy Jaud,de,Humor | European Literature | German Literature | Fiction | Roman | Humor | Comedy | Contemporary | Cultural | Germany | Novels | Audiobook | Reference | Trivia,2006,283.0
3450,Eine ehrenwerte Gesellschaft,die Bankgesellschaft Berlin,Mathew D. Rose,de,,2003,232.0
3451,Die Goldhändlerin,Roman,Iny Lorentz,de,Historical | Historical Fiction | Historical | European Literature | German Literature | Cultural | Germany | Romance,2004,616.0
3452,Der Engelmörder,Roman,Erica Spindler,de,Mystery | Thriller | Mystery | Crime | Fiction | Suspense | Thriller | Mystery Thriller | Romance | Romantic Suspense | Mystery | Murder Mystery | Adult | Romance,2007,508.0
3453,Liebe für Anfänger,Roman,Janet Evanovich,de,Romance | Mystery | Womens Fiction | Chick Lit | Fiction | Humor | Contemporary | Romance | Contemporary Romance | Humor | Comedy | Audiobook | Adult,2004,312.0
3454,Irrfahrt im Dunkel,Roman,Jean Rhys,de,,2002,205.0
3455,Tod auf der Warteliste,ein Proteo-Laurenti-Krimi,Veit Heinichen,de,Mystery | Crime | Cultural | Italy | Mystery | Noir | Mystery,2004,333.0
3456,Danielle Steel collection,Verlorene Spuren : zwei Romane in einem Band. ...,Danielle Steel,de,,1997,700.0
3457,Die Augen der Angst,Thriller,Alec Covin,de,Horror,2007,480.0
3458,Ein mörderischer Sommer,Roman,Joy Fielding,de,Mystery | Fiction | Suspense | Thriller | Thriller | Mystery Thriller | Mystery | Crime | European Literature | Swedish Literature | Novels | Roman | Cultural | Canada,2000,351.0
3459,Bei Einbruch der Nacht,Kriminalroman,Fred Vargas,de,Mystery | Mystery | Crime | Fiction | Cultural | France | Thriller | Thriller | Mystery Thriller | Mystery | Detective | European Literature | French Literature | Mystery | Noir | Contemporary,2002,336.0
3460,Herbst der Chimären,,Yasmina Khadra,de,Mystery | Crime | Fiction,2002,141.0
3461,Tarzans tårar,,Katarina Mazetti,sv,Romance | Contemporary | Fiction | Roman | Cultural | France | Womens Fiction | Chick Lit | European Literature | Swedish Literature,2004,205.0
3462,Das Omaha-Projekt,Polit-Thriller,Tom Keene,de,,1987,493.0
3463,Eldvittnet,kriminalroman,Lars Kepler,sv,Thriller | Mystery | Crime | Mystery | Fiction | Thriller | Mystery Thriller | European Literature | Scandinavian Literature | Audiobook | Scandinavian Lite... | Nordic Noir | Suspense | Mystery | Detective,2011,561.0
3464,Regulator,Roman,Stephen King,de,Horror | Fiction | Thriller | Fantasy | Fantasy | Supernatural | Audiobook | Suspense | Science Fiction | Novels | Adult,2000,447.0
3465,"Tomorrow, when the War Began",,John Marsden,en,Young Adult | Fiction | Science Fiction | Dystopia | Adventure | Science Fiction | War | Adventure | Survival | Cultural | Australia | Apocalyptic | Post Apocalyptic | Young Adult | Teen,1994,286.0
3466,Geheimauftrag Cabal,Roman,Alastair MacNeill,de,,2004,285.0
3467,Die Königin der Weißen Rose,,Philippa Gregory | Astrid Becker | Elvira Willems,de,Historical | Historical Fiction | Fiction | Historical | Romance | European Literature | British Literature | Adult | Romance | Historical Romance | Audiobook | Adult Fiction | Historical | Medieval,2011,555.0
3468,Mittsommerdunkel,Roman,Kerstin Ekman,de,Fiction,2003,242.0
3469,Die Mitchell-Brüder,Sex und Geld war ihr Leben - und ihr Tod,David MacCumber,de,,1993,474.0
3470,Die Farbe des Todes,Kriminalroman,Laurie R. King,de,Mystery | Fiction | Mystery | Crime | LGBT | Thriller | Mystery Thriller | Thriller | LGBT | Lesbian | Audiobook | Suspense | LGBT | Queer,2004,397.0
3471,Sündige Rache,Roman,Nora Roberts,de,Mystery | Romance | Mystery | Crime | Fiction | Romance | Romantic Suspense | Futuristic | Suspense | Science Fiction | Thriller | Mystery Thriller | Thriller,2006,574.0
3472,Der Herr der zerstörten Seelen,,Heinz G. Konsalik,de,,1997,380.0
3473,Neues Glück,Roman,Danielle Steel,de,Romance | Fiction | Womens Fiction | Chick Lit | Contemporary | Adult | Romance | Contemporary Romance | Audiobook | Adult Fiction | Drama | Love,2006,331.0
3474,Mel Gibson,ein stahlharter profi mit sanfter seele,Nick Young,de,,1993,219.0
3475,Der Schacht,Roman,Joseph R. Garber,de,Thriller | Fiction | Mystery | Suspense | Thriller | Mystery Thriller | Action | Adventure | Asian Literature | Indonesian Literature | Spy Thriller | Espionage | Mystery | Crime,1997,364.0
3476,Quartett im September,Roman,Utta Danella,de,,2009,346.0
3477,Erdbeeren und Champagner,,Christine Proske,de,,2001,234.0
3478,Bruder Cadfael und die schwarze Keltin,ein mittelalterlicher Kriminalroman,Ellis Peters,de,Mystery | Historical | Historical Fiction | Fiction | Historical | Historical | Medieval | Mystery | Historical Mystery | Mystery | Crime | European Literature | British Literature | Mystery | Detective | Thriller | Mystery Thriller,1996,282.0
3479,Der keltische Ring,Roman,Björn Larsson,de,Fiction | Mystery | Thriller | Adventure | Historical | Historical Fiction | Mystery | Crime | European Literature | Italian Literature | Literature | European Literature | Scandinavian Literature | Cultural | Sweden,2000,350.0
3480,Die Herrin der Burg,Roman,Ulrike Schweikert,de,Historical | Historical Fiction | European Literature | German Literature,2005,461.0
3481,Mörderisches Paradies,Roman,Heather Graham,de,,2007,396.0
3482,Die Pilgerin,Roman,Iny Lorentz,de,Historical | Historical Fiction | Historical | Romance | European Literature | German Literature | Roman | Romance | Historical Romance,2008,698.0
3483,Als der Blues begann,Roman,Janice Deaner,de,Fiction | Contemporary,1995,573.0
3484,Die Hitze einer Sommernacht,Roman,Tami Hoag,de,Mystery | Suspense | Fiction | Thriller | Romance | Romantic Suspense | Romance | Thriller | Mystery Thriller | Mystery | Crime | Contemporary | Mystery | Murder Mystery,2001,510.0
3485,Der Schrei der Schwalbe,Roman,Jack Curtis,de,Fiction | Thriller,2003,379.0
